title,description,theme,data type,data subtype,identifier,licence,keywords,issued,modified,publisher.name,publisher.mbox,contactPoint.fn,contactPoint.hasPhone,contactPoint.hasEmail,landingPage,updateFrequency,temporal,spatial,distribution.0.downloadURL,distribution.0.title,distribution.0.description,distribution.0.format,distribution.0.size,distribution.1.downloadURL,distribution.1.title,distribution.1.description,distribution.1.format,distribution.1.size,distribution.2.downloadURL,distribution.2.title,distribution.2.description,distribution.2.format,distribution.2.size,distribution.3.downloadURL,distribution.3.title,distribution.3.description,distribution.3.format,distribution.3.size,distribution.4.downloadURL,distribution.4.title,distribution.4.description,distribution.4.format
"Kaikoura, Tide Predictions, 2018","Kaikoura, Tide Predictions, 2018.   Tables are provided in both PDF and comma delimited text (CSV) format, and display the daily times and levels of high and low tides, for a particular location.  Use the PDF files if you want to print the tide tables, and the CSV files if you wish to import the data into another programme.   The tide predictions on this website are not official tide tables as specified in Maritime Rules Part 25 Nautical Charts and Publications (pursuant to Section 36 of the Maritime Transport Act 1994).  LINZ accepts no liability for any direct, indirect, consequential or incidental damages that result from any errors in the information, whether due to LINZ or a third party, or that arise from the use, or misuse, of the information available from this site.  For more information see https://www.linz.govt.nz/sea/tides/tide-predictions/tide-prediction-formats",Hydrography,Sea level,Tide Predictions,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Tide Predictions,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/tide-predictions,Annual,2018-01-01/2018-12-31,"{""type""  : ""Point"" : ""coordinates"" : [173.7027, -42.4126]}",https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Kaikoura%202018.pdf,"Kaikoura, Tide Predictions, 2018",,CSV,,https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Kaikoura%202018.csv,"Kaikoura, Tide Predictions, 2018",,PDF,,,,,,,,,,,,,,,
"Kaikoura, Tide Predictions, 2019","Kaikoura, Tide Predictions, 2019.   Tables are provided in both PDF and comma delimited text (CSV) format, and display the daily times and levels of high and low tides, for a particular location.  Use the PDF files if you want to print the tide tables, and the CSV files if you wish to import the data into another programme.   The tide predictions on this website are not official tide tables as specified in Maritime Rules Part 25 Nautical Charts and Publications (pursuant to Section 36 of the Maritime Transport Act 1994).  LINZ accepts no liability for any direct, indirect, consequential or incidental damages that result from any errors in the information, whether due to LINZ or a third party, or that arise from the use, or misuse, of the information available from this site.  For more information see https://www.linz.govt.nz/sea/tides/tide-predictions/tide-prediction-formats",Hydrography,Sea level,Tide Predictions,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Tide Predictions,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/tide-predictions,Annual,2019-01-01/2019-12-31,"{""type""  : ""Point"" : ""coordinates"" : [173.7027, -42.4126]}",https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Kaikoura%202019.pdf,"Kaikoura, Tide Predictions, 2019",,CSV,,https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Kaikoura%202019.csv,"Kaikoura, Tide Predictions, 2019",,PDF,,,,,,,,,,,,,,,
"Kaikoura, Tide Predictions, 2020","Kaikoura, Tide Predictions, 2020.   Tables are provided in both PDF and comma delimited text (CSV) format, and display the daily times and levels of high and low tides, for a particular location.  Use the PDF files if you want to print the tide tables, and the CSV files if you wish to import the data into another programme.   The tide predictions on this website are not official tide tables as specified in Maritime Rules Part 25 Nautical Charts and Publications (pursuant to Section 36 of the Maritime Transport Act 1994).  LINZ accepts no liability for any direct, indirect, consequential or incidental damages that result from any errors in the information, whether due to LINZ or a third party, or that arise from the use, or misuse, of the information available from this site.  For more information see https://www.linz.govt.nz/sea/tides/tide-predictions/tide-prediction-formats",Hydrography,Sea level,Tide Predictions,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Tide Predictions,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/tide-predictions,Annual,2020-01-01/2020-12-31,"{""type""  : ""Point"" : ""coordinates"" : [173.7027, -42.4126]}",https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Kaikoura%202020.pdf,"Kaikoura, Tide Predictions, 2020",,CSV,,https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Kaikoura%202020.csv,"Kaikoura, Tide Predictions, 2020",,PDF,,,,,,,,,,,,,,,
"Kaikoura, Tide Predictions, 2021","Kaikoura, Tide Predictions, 2021.   Tables are provided in both PDF and comma delimited text (CSV) format, and display the daily times and levels of high and low tides, for a particular location.  Use the PDF files if you want to print the tide tables, and the CSV files if you wish to import the data into another programme.   The tide predictions on this website are not official tide tables as specified in Maritime Rules Part 25 Nautical Charts and Publications (pursuant to Section 36 of the Maritime Transport Act 1994).  LINZ accepts no liability for any direct, indirect, consequential or incidental damages that result from any errors in the information, whether due to LINZ or a third party, or that arise from the use, or misuse, of the information available from this site.  For more information see https://www.linz.govt.nz/sea/tides/tide-predictions/tide-prediction-formats",Hydrography,Sea level,Tide Predictions,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Tide Predictions,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/tide-predictions,Annual,2021-01-01/2021-12-31,"{""type""  : ""Point"" : ""coordinates"" : [173.7027, -42.4126]}",https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Kaikoura%202021.pdf,"Kaikoura, Tide Predictions, 2021",,CSV,,https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Kaikoura%202021.csv,"Kaikoura, Tide Predictions, 2021",,PDF,,,,,,,,,,,,,,,
"Kaikoura, Tide Predictions, 2022","Kaikoura, Tide Predictions, 2022.   Tables are provided in both PDF and comma delimited text (CSV) format, and display the daily times and levels of high and low tides, for a particular location.  Use the PDF files if you want to print the tide tables, and the CSV files if you wish to import the data into another programme.   The tide predictions on this website are not official tide tables as specified in Maritime Rules Part 25 Nautical Charts and Publications (pursuant to Section 36 of the Maritime Transport Act 1994).  LINZ accepts no liability for any direct, indirect, consequential or incidental damages that result from any errors in the information, whether due to LINZ or a third party, or that arise from the use, or misuse, of the information available from this site.  For more information see https://www.linz.govt.nz/sea/tides/tide-predictions/tide-prediction-formats",Hydrography,Sea level,Tide Predictions,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Tide Predictions,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/tide-predictions,Annual,2022-01-01/2022-12-31,"{""type""  : ""Point"" : ""coordinates"" : [173.7027, -42.4126]}",https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Kaikoura%202022.pdf,"Kaikoura, Tide Predictions, 2022",,CSV,,https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Kaikoura%202022.csv,"Kaikoura, Tide Predictions, 2022",,PDF,,,,,,,,,,,,,,,
"Kaingaroa, Tide Predictions, 2017","Kaingaroa, Tide Predictions, 2017.   Tables are provided in both PDF and comma delimited text (CSV) format, and display the daily times and levels of high and low tides, for a particular location.  Use the PDF files if you want to print the tide tables, and the CSV files if you wish to import the data into another programme.   The tide predictions on this website are not official tide tables as specified in Maritime Rules Part 25 Nautical Charts and Publications (pursuant to Section 36 of the Maritime Transport Act 1994).  LINZ accepts no liability for any direct, indirect, consequential or incidental damages that result from any errors in the information, whether due to LINZ or a third party, or that arise from the use, or misuse, of the information available from this site.  For more information see https://www.linz.govt.nz/sea/tides/tide-predictions/tide-prediction-formats",Hydrography,Sea level,Tide Predictions,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Tide Predictions,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/tide-predictions,Annual,2017-01-01/2017-12-31,"{""type""  : ""Point"" : ""coordinates"" : [183.7325, -43.7319]}",https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Kaingaroa%202017.pdf,"Kaingaroa, Tide Predictions, 2017",,CSV,,https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Kaingaroa%202017.csv,"Kaingaroa, Tide Predictions, 2017",,PDF,,,,,,,,,,,,,,,
"Kaingaroa, Tide Predictions, 2018","Kaingaroa, Tide Predictions, 2018.   Tables are provided in both PDF and comma delimited text (CSV) format, and display the daily times and levels of high and low tides, for a particular location.  Use the PDF files if you want to print the tide tables, and the CSV files if you wish to import the data into another programme.   The tide predictions on this website are not official tide tables as specified in Maritime Rules Part 25 Nautical Charts and Publications (pursuant to Section 36 of the Maritime Transport Act 1994).  LINZ accepts no liability for any direct, indirect, consequential or incidental damages that result from any errors in the information, whether due to LINZ or a third party, or that arise from the use, or misuse, of the information available from this site.  For more information see https://www.linz.govt.nz/sea/tides/tide-predictions/tide-prediction-formats",Hydrography,Sea level,Tide Predictions,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Tide Predictions,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/tide-predictions,Annual,2018-01-01/2018-12-31,"{""type""  : ""Point"" : ""coordinates"" : [183.7325, -43.7319]}",https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Kaingaroa%202018.pdf,"Kaingaroa, Tide Predictions, 2018",,CSV,,https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Kaingaroa%202018.csv,"Kaingaroa, Tide Predictions, 2018",,PDF,,,,,,,,,,,,,,,
"Kaingaroa, Tide Predictions, 2019","Kaingaroa, Tide Predictions, 2019.   Tables are provided in both PDF and comma delimited text (CSV) format, and display the daily times and levels of high and low tides, for a particular location.  Use the PDF files if you want to print the tide tables, and the CSV files if you wish to import the data into another programme.   The tide predictions on this website are not official tide tables as specified in Maritime Rules Part 25 Nautical Charts and Publications (pursuant to Section 36 of the Maritime Transport Act 1994).  LINZ accepts no liability for any direct, indirect, consequential or incidental damages that result from any errors in the information, whether due to LINZ or a third party, or that arise from the use, or misuse, of the information available from this site.  For more information see https://www.linz.govt.nz/sea/tides/tide-predictions/tide-prediction-formats",Hydrography,Sea level,Tide Predictions,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Tide Predictions,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/tide-predictions,Annual,2019-01-01/2019-12-31,"{""type""  : ""Point"" : ""coordinates"" : [183.7325, -43.7319]}",https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Kaingaroa%202019.pdf,"Kaingaroa, Tide Predictions, 2019",,CSV,,https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Kaingaroa%202019.csv,"Kaingaroa, Tide Predictions, 2019",,PDF,,,,,,,,,,,,,,,
"Kaingaroa, Tide Predictions, 2020","Kaingaroa, Tide Predictions, 2020.   Tables are provided in both PDF and comma delimited text (CSV) format, and display the daily times and levels of high and low tides, for a particular location.  Use the PDF files if you want to print the tide tables, and the CSV files if you wish to import the data into another programme.   The tide predictions on this website are not official tide tables as specified in Maritime Rules Part 25 Nautical Charts and Publications (pursuant to Section 36 of the Maritime Transport Act 1994).  LINZ accepts no liability for any direct, indirect, consequential or incidental damages that result from any errors in the information, whether due to LINZ or a third party, or that arise from the use, or misuse, of the information available from this site.  For more information see https://www.linz.govt.nz/sea/tides/tide-predictions/tide-prediction-formats",Hydrography,Sea level,Tide Predictions,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Tide Predictions,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/tide-predictions,Annual,2020-01-01/2020-12-31,"{""type""  : ""Point"" : ""coordinates"" : [183.7325, -43.7319]}",https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Kaingaroa%202020.pdf,"Kaingaroa, Tide Predictions, 2020",,CSV,,https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Kaingaroa%202020.csv,"Kaingaroa, Tide Predictions, 2020",,PDF,,,,,,,,,,,,,,,
"Kaingaroa, Tide Predictions, 2021","Kaingaroa, Tide Predictions, 2021.   Tables are provided in both PDF and comma delimited text (CSV) format, and display the daily times and levels of high and low tides, for a particular location.  Use the PDF files if you want to print the tide tables, and the CSV files if you wish to import the data into another programme.   The tide predictions on this website are not official tide tables as specified in Maritime Rules Part 25 Nautical Charts and Publications (pursuant to Section 36 of the Maritime Transport Act 1994).  LINZ accepts no liability for any direct, indirect, consequential or incidental damages that result from any errors in the information, whether due to LINZ or a third party, or that arise from the use, or misuse, of the information available from this site.  For more information see https://www.linz.govt.nz/sea/tides/tide-predictions/tide-prediction-formats",Hydrography,Sea level,Tide Predictions,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Tide Predictions,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/tide-predictions,Annual,2021-01-01/2021-12-31,"{""type""  : ""Point"" : ""coordinates"" : [183.7325, -43.7319]}",https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Kaingaroa%202021.pdf,"Kaingaroa, Tide Predictions, 2021",,CSV,,https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Kaingaroa%202021.csv,"Kaingaroa, Tide Predictions, 2021",,PDF,,,,,,,,,,,,,,,
"Kaingaroa, Tide Predictions, 2022","Kaingaroa, Tide Predictions, 2022.   Tables are provided in both PDF and comma delimited text (CSV) format, and display the daily times and levels of high and low tides, for a particular location.  Use the PDF files if you want to print the tide tables, and the CSV files if you wish to import the data into another programme.   The tide predictions on this website are not official tide tables as specified in Maritime Rules Part 25 Nautical Charts and Publications (pursuant to Section 36 of the Maritime Transport Act 1994).  LINZ accepts no liability for any direct, indirect, consequential or incidental damages that result from any errors in the information, whether due to LINZ or a third party, or that arise from the use, or misuse, of the information available from this site.  For more information see https://www.linz.govt.nz/sea/tides/tide-predictions/tide-prediction-formats",Hydrography,Sea level,Tide Predictions,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Tide Predictions,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/tide-predictions,Annual,2022-01-01/2022-12-31,"{""type""  : ""Point"" : ""coordinates"" : [183.7325, -43.7319]}",https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Kaingaroa%202022.pdf,"Kaingaroa, Tide Predictions, 2022",,CSV,,https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Kaingaroa%202022.csv,"Kaingaroa, Tide Predictions, 2022",,PDF,,,,,,,,,,,,,,,
"Kaiteriteri, Tide Predictions, 2017","Kaiteriteri, Tide Predictions, 2017.   Tables are provided in both PDF and comma delimited text (CSV) format, and display the daily times and levels of high and low tides, for a particular location.  Use the PDF files if you want to print the tide tables, and the CSV files if you wish to import the data into another programme.   The tide predictions on this website are not official tide tables as specified in Maritime Rules Part 25 Nautical Charts and Publications (pursuant to Section 36 of the Maritime Transport Act 1994).  LINZ accepts no liability for any direct, indirect, consequential or incidental damages that result from any errors in the information, whether due to LINZ or a third party, or that arise from the use, or misuse, of the information available from this site.  For more information see https://www.linz.govt.nz/sea/tides/tide-predictions/tide-prediction-formats",Hydrography,Sea level,Tide Predictions,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Tide Predictions,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/tide-predictions,Annual,2017-01-01/2017-12-31,"{""type""  : ""Point"" : ""coordinates"" : [173.0225, -41.0472]}",https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Kaiteriteri%202017.pdf,"Kaiteriteri, Tide Predictions, 2017",,CSV,,https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Kaiteriteri%202017.csv,"Kaiteriteri, Tide Predictions, 2017",,PDF,,,,,,,,,,,,,,,
"Kaiteriteri, Tide Predictions, 2018","Kaiteriteri, Tide Predictions, 2018.   Tables are provided in both PDF and comma delimited text (CSV) format, and display the daily times and levels of high and low tides, for a particular location.  Use the PDF files if you want to print the tide tables, and the CSV files if you wish to import the data into another programme.   The tide predictions on this website are not official tide tables as specified in Maritime Rules Part 25 Nautical Charts and Publications (pursuant to Section 36 of the Maritime Transport Act 1994).  LINZ accepts no liability for any direct, indirect, consequential or incidental damages that result from any errors in the information, whether due to LINZ or a third party, or that arise from the use, or misuse, of the information available from this site.  For more information see https://www.linz.govt.nz/sea/tides/tide-predictions/tide-prediction-formats",Hydrography,Sea level,Tide Predictions,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Tide Predictions,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/tide-predictions,Annual,2018-01-01/2018-12-31,"{""type""  : ""Point"" : ""coordinates"" : [173.0225, -41.0472]}",https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Kaiteriteri%202018.pdf,"Kaiteriteri, Tide Predictions, 2018",,CSV,,https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Kaiteriteri%202018.csv,"Kaiteriteri, Tide Predictions, 2018",,PDF,,,,,,,,,,,,,,,
"Kaiteriteri, Tide Predictions, 2019","Kaiteriteri, Tide Predictions, 2019.   Tables are provided in both PDF and comma delimited text (CSV) format, and display the daily times and levels of high and low tides, for a particular location.  Use the PDF files if you want to print the tide tables, and the CSV files if you wish to import the data into another programme.   The tide predictions on this website are not official tide tables as specified in Maritime Rules Part 25 Nautical Charts and Publications (pursuant to Section 36 of the Maritime Transport Act 1994).  LINZ accepts no liability for any direct, indirect, consequential or incidental damages that result from any errors in the information, whether due to LINZ or a third party, or that arise from the use, or misuse, of the information available from this site.  For more information see https://www.linz.govt.nz/sea/tides/tide-predictions/tide-prediction-formats",Hydrography,Sea level,Tide Predictions,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Tide Predictions,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/tide-predictions,Annual,2019-01-01/2019-12-31,"{""type""  : ""Point"" : ""coordinates"" : [173.0225, -41.0472]}",https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Kaiteriteri%202019.pdf,"Kaiteriteri, Tide Predictions, 2019",,CSV,,https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Kaiteriteri%202019.csv,"Kaiteriteri, Tide Predictions, 2019",,PDF,,,,,,,,,,,,,,,
"Kaiteriteri, Tide Predictions, 2020","Kaiteriteri, Tide Predictions, 2020.   Tables are provided in both PDF and comma delimited text (CSV) format, and display the daily times and levels of high and low tides, for a particular location.  Use the PDF files if you want to print the tide tables, and the CSV files if you wish to import the data into another programme.   The tide predictions on this website are not official tide tables as specified in Maritime Rules Part 25 Nautical Charts and Publications (pursuant to Section 36 of the Maritime Transport Act 1994).  LINZ accepts no liability for any direct, indirect, consequential or incidental damages that result from any errors in the information, whether due to LINZ or a third party, or that arise from the use, or misuse, of the information available from this site.  For more information see https://www.linz.govt.nz/sea/tides/tide-predictions/tide-prediction-formats",Hydrography,Sea level,Tide Predictions,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Tide Predictions,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/tide-predictions,Annual,2020-01-01/2020-12-31,"{""type""  : ""Point"" : ""coordinates"" : [173.0225, -41.0472]}",https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Kaiteriteri%202020.pdf,"Kaiteriteri, Tide Predictions, 2020",,CSV,,https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Kaiteriteri%202020.csv,"Kaiteriteri, Tide Predictions, 2020",,PDF,,,,,,,,,,,,,,,
"Kaiteriteri, Tide Predictions, 2021","Kaiteriteri, Tide Predictions, 2021.   Tables are provided in both PDF and comma delimited text (CSV) format, and display the daily times and levels of high and low tides, for a particular location.  Use the PDF files if you want to print the tide tables, and the CSV files if you wish to import the data into another programme.   The tide predictions on this website are not official tide tables as specified in Maritime Rules Part 25 Nautical Charts and Publications (pursuant to Section 36 of the Maritime Transport Act 1994).  LINZ accepts no liability for any direct, indirect, consequential or incidental damages that result from any errors in the information, whether due to LINZ or a third party, or that arise from the use, or misuse, of the information available from this site.  For more information see https://www.linz.govt.nz/sea/tides/tide-predictions/tide-prediction-formats",Hydrography,Sea level,Tide Predictions,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Tide Predictions,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/tide-predictions,Annual,2021-01-01/2021-12-31,"{""type""  : ""Point"" : ""coordinates"" : [173.0225, -41.0472]}",https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Kaiteriteri%202021.pdf,"Kaiteriteri, Tide Predictions, 2021",,CSV,,https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Kaiteriteri%202021.csv,"Kaiteriteri, Tide Predictions, 2021",,PDF,,,,,,,,,,,,,,,
"Kaiteriteri, Tide Predictions, 2022","Kaiteriteri, Tide Predictions, 2022.   Tables are provided in both PDF and comma delimited text (CSV) format, and display the daily times and levels of high and low tides, for a particular location.  Use the PDF files if you want to print the tide tables, and the CSV files if you wish to import the data into another programme.   The tide predictions on this website are not official tide tables as specified in Maritime Rules Part 25 Nautical Charts and Publications (pursuant to Section 36 of the Maritime Transport Act 1994).  LINZ accepts no liability for any direct, indirect, consequential or incidental damages that result from any errors in the information, whether due to LINZ or a third party, or that arise from the use, or misuse, of the information available from this site.  For more information see https://www.linz.govt.nz/sea/tides/tide-predictions/tide-prediction-formats",Hydrography,Sea level,Tide Predictions,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Tide Predictions,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/tide-predictions,Annual,2022-01-01/2022-12-31,"{""type""  : ""Point"" : ""coordinates"" : [173.0225, -41.0472]}",https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Kaiteriteri%202022.pdf,"Kaiteriteri, Tide Predictions, 2022",,CSV,,https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Kaiteriteri%202022.csv,"Kaiteriteri, Tide Predictions, 2022",,PDF,,,,,,,,,,,,,,,
"Kaituna River, Tide Predictions, 2017","Kaituna River, Tide Predictions, 2017.   Tables are provided in both PDF and comma delimited text (CSV) format, and display the daily times and levels of high and low tides, for a particular location.  Use the PDF files if you want to print the tide tables, and the CSV files if you wish to import the data into another programme.   The tide predictions on this website are not official tide tables as specified in Maritime Rules Part 25 Nautical Charts and Publications (pursuant to Section 36 of the Maritime Transport Act 1994).  LINZ accepts no liability for any direct, indirect, consequential or incidental damages that result from any errors in the information, whether due to LINZ or a third party, or that arise from the use, or misuse, of the information available from this site.  For more information see https://www.linz.govt.nz/sea/tides/tide-predictions/tide-prediction-formats",Hydrography,Sea level,Tide Predictions,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Tide Predictions,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/tide-predictions,Annual,2017-01-01/2017-12-31,"{""type""  : ""Point"" : ""coordinates"" : [176.414, -37.755]}",https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Kaituna%20River%202017.pdf,"Kaituna River, Tide Predictions, 2017",,CSV,,https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Kaituna%20River%202017.csv,"Kaituna River, Tide Predictions, 2017",,PDF,,,,,,,,,,,,,,,
"Kaituna River, Tide Predictions, 2018","Kaituna River, Tide Predictions, 2018.   Tables are provided in both PDF and comma delimited text (CSV) format, and display the daily times and levels of high and low tides, for a particular location.  Use the PDF files if you want to print the tide tables, and the CSV files if you wish to import the data into another programme.   The tide predictions on this website are not official tide tables as specified in Maritime Rules Part 25 Nautical Charts and Publications (pursuant to Section 36 of the Maritime Transport Act 1994).  LINZ accepts no liability for any direct, indirect, consequential or incidental damages that result from any errors in the information, whether due to LINZ or a third party, or that arise from the use, or misuse, of the information available from this site.  For more information see https://www.linz.govt.nz/sea/tides/tide-predictions/tide-prediction-formats",Hydrography,Sea level,Tide Predictions,,https://creativecommons.org/licenses/by/4.0,"Hydrography,Sea level,Tide Predictions,LINZ",,,Land Information New Zealand,hydro@linz.govt.nz,James Ford,+64 4 473 4182,jford@linz.govt.nz,https://www.linz.govt.nz/sea/tides/tide-predictions,Annual,2018-01-01/2018-12-31,"{""type""  : ""Point"" : ""coordinates"" : [176.414, -37.755]}",https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Kaituna%20River%202018.pdf,"Kaituna River, Tide Predictions, 2018",,CSV,,https://www.linz.govt.nz/sites/default/files/docs/hydro/tidal-info/tide-tables/maj-ports/pdf/Kaituna%20River%202018.csv,"Kaituna River, Tide Predictions, 2018",,PDF,,,,,,,,,,,,,,,
